"Date","Price","Open","High","Low","Vol.","Change %"
"17-11-2023","1,177.78","1,176.45","1,186.63","1,176.03","7.76M","-0.22%"
"16-11-2023","1,180.35","1,175.55","1,187.07","1,173.47","13.13M","0.18%"
"15-11-2023","1,178.22","1,170.00","1,180.97","1,163.50","12.22M","1.81%"
"13-11-2023","1,157.30","1,161.45","1,162.30","1,155.85","3.85M","-0.69%"
"12-11-2023","1,165.33","1,163.03","1,166.00","1,161.25","1.42M","0.68%"
"10-11-2023","1,157.45","1,152.78","1,158.18","1,149.03","7.73M","0.19%"
"09-11-2023","1,155.28","1,167.93","1,167.95","1,152.10","14.51M","-1.09%"
"08-11-2023","1,167.95","1,166.00","1,170.50","1,160.88","7.88M","0.52%"
"07-11-2023","1,161.90","1,167.03","1,169.55","1,159.78","6.96M","-0.65%"
"06-11-2023","1,169.50","1,166.15","1,170.00","1,162.80","10.65M","0.83%"
"03-11-2023","1,159.85","1,163.60","1,167.47","1,157.88","8.85M","-0.02%"
"02-11-2023","1,160.10","1,156.97","1,162.15","1,153.97","10.56M","0.99%"
"01-11-2023","1,148.70","1,144.57","1,158.75","1,137.60","10.31M","0.42%"
"31-10-2023","1,143.95","1,164.00","1,164.00","1,141.45","12.81M","-1.06%"
"30-10-2023","1,156.25","1,137.00","1,162.50","1,134.97","16.81M","2.06%"
"27-10-2023","1,132.90","1,120.00","1,136.75","1,117.97","11.77M","1.77%"
"26-10-2023","1,113.25","1,125.50","1,129.00","1,110.15","15.22M","-1.39%"
"25-10-2023","1,128.97","1,125.03","1,140.60","1,121.50","11.62M","-0.23%"
"23-10-2023","1,131.60","1,145.00","1,153.13","1,127.63","7.85M","-1.56%"
"20-10-2023","1,149.55","1,150.00","1,157.35","1,148.15","8.91M","-0.31%"
"19-10-2023","1,153.07","1,156.00","1,160.90","1,150.50","12.03M","-0.77%"
"18-10-2023","1,162.00","1,177.63","1,183.50","1,160.50","8.92M","-1.33%"
"17-10-2023","1,177.63","1,178.00","1,179.85","1,170.65","7.93M","0.48%"
"16-10-2023","1,172.03","1,172.50","1,177.28","1,168.00","5.93M","-0.22%"
"13-10-2023","1,174.65","1,170.00","1,178.75","1,164.57","10.15M","0.00%"
"12-10-2023","1,174.70","1,171.93","1,179.68","1,169.07","12.55M","0.19%"
"11-10-2023","1,172.53","1,157.22","1,174.85","1,156.50","9.81M","1.59%"
"10-10-2023","1,154.20","1,153.28","1,158.95","1,151.88","10.24M","0.44%"
"09-10-2023","1,149.13","1,154.05","1,155.97","1,147.50","7.58M","-0.85%"
"06-10-2023","1,159.00","1,158.53","1,162.40","1,156.03","5.43M","0.17%"
"05-10-2023","1,157.05","1,159.63","1,164.70","1,154.50","10.95M","0.00%"
"04-10-2023","1,157.07","1,154.50","1,159.50","1,147.55","10.29M","-0.17%"
"03-10-2023","1,159.07","1,164.97","1,167.80","1,158.00","8.86M","-1.14%"
"29-09-2023","1,172.50","1,170.90","1,184.55","1,167.05","12.34M","0.47%"
"28-09-2023","1,167.05","1,191.50","1,191.50","1,162.50","14.52M","-1.47%"
"27-09-2023","1,184.45","1,171.75","1,185.90","1,169.25","11.72M","1.13%"
"26-09-2023","1,171.25","1,169.28","1,175.10","1,167.80","10.09M","0.09%"
"25-09-2023","1,170.22","1,175.20","1,180.35","1,167.55","14.25M","-0.62%"
"22-09-2023","1,177.47","1,188.00","1,191.22","1,175.00","19.18M","-0.42%"
"21-09-2023","1,182.40","1,187.47","1,195.05","1,180.00","12.23M","-0.73%"
"20-09-2023","1,191.07","1,211.53","1,213.80","1,177.50","57.08M","-2.23%"
"18-09-2023","1,218.22","1,220.03","1,225.50","1,216.03","7.52M","-0.87%"
"15-09-2023","1,228.93","1,234.00","1,234.00","1,224.75","25.47M","0.19%"
"14-09-2023","1,226.65","1,230.00","1,232.90","1,222.50","9.21M","0.09%"
"13-09-2023","1,225.53","1,220.00","1,231.32","1,213.13","12.80M","0.50%"
"12-09-2023","1,219.43","1,241.50","1,241.50","1,217.97","16.26M","-1.44%"
"11-09-2023","1,237.30","1,226.00","1,238.43","1,226.00","13.27M","1.08%"
"08-09-2023","1,224.10","1,220.00","1,228.00","1,211.47","23.11M","0.67%"
"07-09-2023","1,216.00","1,210.85","1,219.13","1,205.50","13.65M","0.14%"
"06-09-2023","1,214.35","1,210.55","1,218.07","1,208.63","8.20M","0.21%"
"05-09-2023","1,211.80","1,210.00","1,216.97","1,206.22","8.68M","0.54%"
"04-09-2023","1,205.35","1,206.32","1,211.82","1,202.65","9.35M","-0.08%"
"01-09-2023","1,206.32","1,203.28","1,212.82","1,200.82","18.11M","0.23%"
"31-08-2023","1,203.50","1,211.50","1,212.50","1,199.95","21.64M","-0.46%"
"30-08-2023","1,209.03","1,216.00","1,221.50","1,207.50","12.17M","-0.10%"
"29-08-2023","1,210.18","1,226.03","1,226.72","1,204.07","16.88M","-0.96%"
"28-08-2023","1,221.88","1,236.00","1,242.00","1,215.55","12.58M","-1.00%"
"25-08-2023","1,234.18","1,228.00","1,252.50","1,221.30","22.22M","-0.46%"
"24-08-2023","1,239.90","1,269.95","1,269.95","1,235.50","14.14M","-1.68%"
"23-08-2023","1,261.10","1,262.10","1,271.43","1,258.47","9.52M","0.11%"
"22-08-2023","1,259.70","1,258.45","1,268.97","1,249.50","7.71M","-0.02%"
"21-08-2023","1,260.00","1,269.97","1,277.72","1,257.82","9.22M","-1.44%"
"18-08-2023","1,278.40","1,265.63","1,288.80","1,254.28","18.64M","0.74%"
"17-08-2023","1,269.00","1,283.55","1,289.05","1,266.43","13.67M","-1.44%"
"16-08-2023","1,287.57","1,275.50","1,291.40","1,275.50","10.20M","-0.08%"
"14-08-2023","1,288.63","1,269.50","1,291.15","1,262.50","9.58M","1.18%"
"11-08-2023","1,273.57","1,266.22","1,279.43","1,256.18","22.18M","0.42%"
"10-08-2023","1,268.22","1,262.47","1,275.00","1,254.22","15.47M","0.45%"
"09-08-2023","1,262.60","1,252.43","1,264.50","1,240.55","11.49M","0.66%"
"08-08-2023","1,254.32","1,264.00","1,267.22","1,249.78","9.84M","-0.60%"
"07-08-2023","1,261.93","1,260.50","1,264.20","1,252.50","5.98M","0.57%"
"04-08-2023","1,254.78","1,249.40","1,258.00","1,235.80","22.89M","1.36%"
"03-08-2023","1,237.95","1,237.65","1,250.45","1,229.03","10.17M","-0.42%"
"02-08-2023","1,243.18","1,254.60","1,256.00","1,231.80","12.75M","-1.07%"
"01-08-2023","1,256.60","1,277.50","1,279.50","1,252.65","9.54M","-1.41%"
