"Date","Price","Open","High","Low","Vol.","Change %"
"05-02-2024","1,677.74","1,685.25","1,691.22","1,672.43","3.63M","-0.36%"
"02-02-2024","1,683.86","1,656.71","1,708.87","1,655.67","7.86M","2.19%"
"01-02-2024","1,647.76","1,650.25","1,667.60","1,641.10","5.76M","-0.23%"
"31-01-2024","1,651.59","1,639.01","1,657.91","1,628.92","6.76M","0.57%"
"30-01-2024","1,642.19","1,653.13","1,680.53","1,639.01","5.00M","-0.31%"
"29-01-2024","1,647.32","1,655.82","1,669.94","1,638.37","4.25M","-0.75%"
"25-01-2024","1,659.75","1,663.57","1,671.13","1,648.71","8.87M","-0.38%"
"24-01-2024","1,666.01","1,650.60","1,670.58","1,635.78","9.00M","2.02%"
"23-01-2024","1,632.95","1,640.85","1,665.31","1,628.52","9.40M","-0.96%"
"20-01-2024","1,648.85","1,665.55","1,669.25","1,645.00","1.16M","-0.06%"
"19-01-2024","1,649.90","1,642.34","1,656.17","1,634.94","4.52M","1.01%"
"18-01-2024","1,633.40","1,633.44","1,639.76","1,619.13","6.38M","0.15%"
"17-01-2024","1,631.01","1,611.17","1,638.27","1,611.17","9.21M","0.53%"
"16-01-2024","1,622.41","1,635.58","1,639.26","1,615.89","6.50M","-1.24%"
"15-01-2024","1,642.84","1,635.73","1,655.62","1,626.83","13.23M","2.44%"
"12-01-2024","1,603.71","1,553.25","1,608.93","1,546.68","26.75M","7.93%"
"11-01-2024","1,485.83","1,516.35","1,516.45","1,478.27","11.30M","-1.69%"
"10-01-2024","1,511.38","1,516.40","1,526.84","1,496.57","4.10M","-0.61%"
"09-01-2024","1,520.73","1,533.26","1,544.30","1,517.30","4.41M","0.43%"
"08-01-2024","1,514.27","1,520.38","1,527.39","1,504.77","4.44M","-0.64%"
"05-01-2024","1,523.96","1,498.31","1,531.07","1,497.81","8.90M","1.31%"
"04-01-2024","1,504.22","1,496.52","1,511.23","1,484.53","7.06M","1.52%"
"03-01-2024","1,481.65","1,511.43","1,511.43","1,479.66","7.55M","-2.89%"
"02-01-2024","1,525.80","1,537.34","1,540.47","1,514.46","5.40M","-1.09%"
"01-01-2024","1,542.66","1,530.38","1,548.28","1,526.65","2.81M","0.55%"
"29-12-2023","1,534.25","1,532.41","1,550.71","1,531.37","4.39M","-1.26%"
"28-12-2023","1,553.89","1,560.16","1,560.16","1,546.29","5.70M","-0.28%"
"27-12-2023","1,558.32","1,535.35","1,561.20","1,535.35","4.23M","1.50%"
"26-12-2023","1,535.30","1,526.40","1,539.32","1,514.46","6.88M","-1.21%"
"22-12-2023","1,554.14","1,526.35","1,557.22","1,514.46","6.74M","1.75%"
"21-12-2023","1,527.39","1,512.72","1,537.98","1,512.72","5.32M","-0.03%"
"20-12-2023","1,527.79","1,556.28","1,574.63","1,521.43","6.59M","-1.41%"
"19-12-2023","1,549.57","1,561.30","1,565.13","1,534.60","4.22M","-0.39%"
"18-12-2023","1,555.58","1,559.16","1,584.07","1,551.56","6.47M","-0.89%"
"15-12-2023","1,569.56","1,514.52","1,579.65","1,512.48","18.40M","5.13%"
"14-12-2023","1,493.04","1,455.20","1,502.53","1,453.16","12.49M","3.62%"
"13-12-2023","1,440.88","1,467.73","1,467.78","1,425.12","8.55M","-1.83%"
"12-12-2023","1,467.78","1,469.22","1,481.65","1,459.43","6.10M","-0.84%"
"11-12-2023","1,480.16","1,481.65","1,489.60","1,473.69","3.86M","-0.18%"
"08-12-2023","1,482.79","1,462.16","1,486.32","1,458.03","6.32M","1.72%"
"07-12-2023","1,457.69","1,464.60","1,464.60","1,453.61","4.42M","-0.57%"
"06-12-2023","1,466.04","1,448.59","1,468.72","1,442.92","5.27M","1.40%"
"05-12-2023","1,445.80","1,457.59","1,458.68","1,433.92","5.12M","-0.71%"
"04-12-2023","1,456.14","1,452.27","1,463.65","1,441.18","5.51M","0.83%"
"01-12-2023","1,444.16","1,451.72","1,451.72","1,438.05","3.49M","-0.20%"
"30-11-2023","1,446.99","1,445.11","1,452.46","1,441.43","10.12M","-0.30%"
"29-11-2023","1,451.42","1,442.97","1,452.51","1,441.68","3.88M","1.17%"
"28-11-2023","1,434.61","1,435.91","1,436.90","1,419.05","3.76M","0.37%"
